polaridad,texto
1,@misscatingcat Bueno al menos has acabado la noche con una hermosa vista  Ami tambien me gusta verlos por la noche ^^
1,@mendescodes @heroinseb enserio cuando habéis dicho que los froot loops están malos me ha dolido...
0,@Sakura_Abril Ow Bueno no pasa nada cuando puedas confirmarlo estoy aquí 😊 Y si no pudieras de cosplay pero sí a la expo +"
1,Aunque pensaba que no podría hacerlo hasta el mes de octubre el lunes próximo volveré a ver a mi familia de #Mataró *.*   #felicidad
1,Oye @luciaskaa te pones a hablar con @josecs02 como en los viejos tiempos y no avisas  @JuanAlfonso251 @CrisDazGar
0,@JCLilGangster yo tengo que aguantar 4 niños pequeños no sé que es peor
0,@tejecristal 765 emberda Y porque estoy dedicandome a otros supps últimamente"
2,@Yosmath @Planeta87Radio  #Incantus  Genial ya estoy conectada
1,Es muy raro el sentimiento que tengo ahora aunque en fin... Qué más dará
2,@pabloserrano @JesusBengoechea Madrid tiene la cultura propia de los que "no tiene cultura propia". Vamos como los romanos en su tiempo
0,Gracias por los ánimos! He dormido un poco más me he tomado una pastilla y ha bajado a 36 y medio pero aún me noto rara
0,@KunMadera pues date unas cuantas horas que es muy temprano
2,@xZ4dry @xSLGY Tienes pinta buena gente por lo q veo t he conocio gracias a qt
1,@achocoblog ... bueno desierta desierta no con algunos seres feéricos
1,@policia 2 horas esperando en Comisaría Gandia y han atendido a 3 personas! Y solamente para una autorización de viaje a un menor.
0,@angeleta1973 @elespanolcom No he visto su DNI o Pasaporte pero presume de serlo aunque es muydemasiadopeculiar y poco caritativa
0,@AlbGarD Oh  ¿Me estás llamando gordo? JAJAJA Grazie ruliño  Lo mismo puedo decir
0,@BarrosNerea Tú siempre sexy Nerea!! Qué tengas un maravilloso día! Besitos!
1,@seestrena #seestrenasietevidas Sería un gato tipo Garfield porqué soy un poco vago y porqué me encanta la lasaña!!
1,@prxttytimebomb @emimartinez_98 Si es que odio a muerte a la nueva Harley que quieres
0,@WINTERSCLIFF0RD ni tu como soportas el calor sevillano hija mía
0,@joseche_jagg @adsuara +10000 cremos una agencia de contratación de temporales a ver cómo se vende a los sindicatos
2,.@soyalt_es estaremos atentas a las novedades futuras. ¡El final del verano no será igual sin vosotros!
0,Ayer me quedé dormido xdddd lo peor esque sigo reventado
0,Confirmao tengo el pie roto he notado como el puto hueso se movía
0,@lmg muchísimas gracias Luis  Tú también eres un ejemplo de constancia y buen trabajo espero que os vaya todo genial!
1,Tengo una adicción muy seria al burguer King necesito ayuda profesional
0,Me dice un pajarito que ahora mismo no puede reservar en la web de BiBo lo nuevo de @danigarcia_ca. Espero que sea por la demanda.
0,@cobos_rebeca A ti por responder! Espero y deseo que te salgan nuevos proyectos!! Besitos!!
1,@PUUNISSHER @KingKongJulen @xCoorsa @Yuniiiiitoo @YouTube oye corsa  que yo no he jugado contra puni en lan
2,Estoy preparando muchas cosas para que el especial sea muy especial
1,Solo porque UNA persona diga que me conoce y opine sobre cómo soy y convenza a otra de ello no significa que sea así
2,@TeAbroUnaNueva porque no vives en Madrid!!  bueno yo estoy ahorrando yo lo intento jo y si no pues en la cola y ya quedaremos a parte..
2,@fonzeff @malenko_ @girotix Eso me temo mucho calor y mucha gente por todos lados lo malo de viajar en agosto
0,@Jordicanal64 Pues si no fichan "lo que sea" además de un ridículo espantoso igual QSF nos deja plantados...esperemos que no
0,@virsnroses cuando estén los 20 contactados y aprobados se publicará el listado en nuestra web
2,@edu_rnieves Te la recomiendo parece monótona pero hay capítulos que vuelven a subir el interés
1,Ya no tengo capítulos de Juego de Tronos para ver. Me siento vacía.
0,@goetha Jajaja se aprovechó lo ke pudo ya se fue a currar pero mañana descansa  mucho lío entonces no? Y con el malagueño que tal?
1,@futbolero93 solo recuerda que Iman es tranquila
1,@AlteaLaSueca en el debate que he estado leyendo en el blog de Silvio @citaconsilvio lo pone el gran @feliuvicente citando al Che.
2,comprendo que te molen mis tattoos pero no te los hagas 'iguales'
2,@cayusollo pues necesito un audio para el próximo episodio ¿te animas?
2,@morbosaborealis jajajaja... eso es verdad... aquí no hay uno cuerdo
0,@xqwcrp @xoancarV Un lapsus advertido gracias a @Cascarelo y subsanado. Gracias por tu aportación.
1,@ManuBarba Lo feo es llegar al reina sofía y que los descuentos de estudiante sean para menores de 27 años
0,@IvnLz el resto puedo dudar pero de ese grupo lo tengo claro
2,@Pirata__Roberts hay gente muy buena trabajando duro en @SpheraSports. Palabras así impulsan  @Eliperezup
1,Ah vale me suelta la puta subnormal te estoy llamando. Le digo que no me sale y dice ""ah es que tengo el wifi apagado"""
0,@Adriansoler espero y deseo que el interior te cause lo mismo
2,@FaranduleroYo Pues espero que no lo digas por mi niña o no voto mas  memeo bueno cada uno tendra su opinion +
0,@Tabernita @ptraciogg pregunta seria.  para cuando kedada/cañas de gente twittera de la zona?
1,@feralcazar_ es grasioso porque en vez de aspirar a ser alcalde aspiras a concejal...
0,Hoy quiero hacer otro juego de estos de tw pero esque son todos iguales
0,@Eleder_ Que tampoco ahora mayoría absoluta eh?
2,Por desgracia el sorteo que tenía pensado hacer es sólo para gente de Europa  Ya haré más sorteos para todo el mundo!
0,@Paco_Jone Qué fácil es quedarse calladito bajarse los pantalones y no decir ni mú... Cuánta ignorancia en tu "opinión". Saludos
0,@reyminguela20 la próxima vez que vaya a Madrid no estarás en mis planes. Maldita
0,@serbailop Totalmente. Aunque la post-tertulia ha sido muy interesante hablando de todo esto y la evolución (e involuciones) del cine
1,@sosagraphs Pues tan sencillo porque en su día me puse a hacerlo y es de lo que mas encargos me hacen aparte tengo mas estilos crack
1,@flyfap no había parada pero he visto una rotonda mu bonica en la que ponía Nules
1,@hayar_96 abandoné mi tierra y llegué justo ayer a España estoy sensible te odio
0,Ahora que estoy en Madrid casi no puedo hacer fotos chachis solo a mi careto y no
0,@Eduardo_Pers Ps que las exterminen. Por mi salud mental  (y pa que pueda dejar de hacer el ridículo por la calle jajajaj)
0,@Kosto_Trading @juanrallo Lo de prohibir el casco e ir enmascarado también es arbitrario y sectario no?
0,@lirondos Ya lo tenía fichado y tengo ganas de darle uso  ¡¡Gracias!!
1,@elapersw buenas tardes! Se puede pasar?
2,@radioskylab_es ¡Pero explicar a fondo las zonas habitables y que condiciones necesita un planeta para serlo!
2,@LibrosdeMaria no sé si hubo más gente pero ayer te tagueé yo  ayy Hannibal es que moooooola tanto!
1,#Otegi inhabilitado   #EsLaSentencia Mujeres tapadas hasta los ojos #EsSuCultura Teneis un sentido inamovible del mundo y de la vida."
0,@santicid ay gracias. Lo malo es que ese es solo para primer viaje. Pero mil gracias igualmente
1,Madrid está lleno de comida y crushes no me llevéis de aquí
0,@albueto @ferderer2 @TipsterApuesta los reyes magos son mas reales que este
0,Es worth para coger el bonus pero es mucho más divertido luchar
2,@SirDeschain @ChicaCascabel @reptarazul más bien tas tenía aprecio por raistlin yo creo que al mago le daba un poco igual todo
0,@Asukawachan Gracias  ya me pasó una vez y los antibióticos fueron milagrosos estoy deseando que vuelva mi madre con ellos
1,@iwanancho quiero un Linoone con Tambor y Velocidad Extrema pero es de esos especiales de generaciones pasadas que ya no se puede
0,@Tidxs_ 27. Parece que las cosas no te van muy bien espero que todo mejore que todo el mundo merece ser feliz
2,@amartino @yagoperrin los dos amigos menos quejicas que tengo
1,@MatiDiazWarrior @severinoiezzi @Maxisanchez06... ¡¡Nos sumamos a la felicitación a un grande!!
1,Eso sí demasiada sobredosis de guiños cameos homenajes frases y planos repetidos de la original. Pero bueno se acepta
2,@David_Goen00 venga jimbre lo que debes haver es hacerte cadista
2,Dio tener un perro es la ilusión de mi puta vida
1,@RoyalDarjeeling Muy mal!!! jajaja mas Geralt de rivia y menos juego de tronos
0,Por qué me gusta más tu personalidad que cualquier espalda ancha
1,@SergioSmiles Mirate D gray-man desde cero puta
2,hay alguien apuntando a mi ventana con un laser define pesadito
0,@carlotalotalota Me apena que haya pasado esto porque la idea de crear un colectivo estatal con divisiones locales era algo poderoso
0,odio a lucia la vd mi amor hacia ella es una gran tapadera pa comer nutella en su casa
0,No entiendo de verdad porque la gente cree que en realidad me la suda
0,@dovesandletters @SeveZubiri @Lady_Lolita @teleSURtv ese es Seve que se pone exquisito. Yo más de andar por casa (menos florida)
0,@BrujadelTuiters . Estas palabras del Poema INSTANTES son de Nadine Stair. Escritora norteamericana a la q le gustan los helados.
2,preparándome un colacao pa olvidarme de aquel bacalao...
2,gracioso bc en la película de Nunca apagues la luz utilizan luz negra y hoy he llegado a casa y han puesto uno en el baño
1,nos lo habíamos encontrado y estaba asustado cruzando una carretera y al final nos hemos tenido que marchar sin él.
0,@unculemadrid si al final acabamos hablando un rato era muy simpática  @jovigobi
1,@PanchoGustavo tío peguemos al Lau Sigues teniendo mi primer grinder?"
2,Este año el Madrid hará triplete y si lo hace me rapo al cero  grabad el mensaje jejej #ChiringuitoPiqué
1,@valenciacf Mis sentimientos y mi orgullo por el Valencia son muy grandes. Yo quiero lo mejor para el Valencia.
1,@przuppo @lolap245 me quedo con lo primer "un pensamiento en un clic"
2,@Landspecies y sentimos empatia hacia cualquier ser vivo sin distinción
1,Gracias tormenta por aparecer justo cuando me voy a meter en cama solita
0,@Monysito pues pocas cosas más bonitas puedes ver en la vida oye
1,@Graffitera23 qué hermoso!es bueno desviar la mirada al cielo y a las nubes de vez en cuandoabajo está jodido.preciosa fotomil abrazos
1,@Monysito en la vida puede verseme una teta porque cuando me eche la foto no estaba desnuda
0,@juanrallo Ya ya. El edificio A sí el edificio B no. Facilísimo de articular
1,Mañana es muy probablee que caiga un directo!! Y ya sabeis lo que pasa en los directos...
2,@Paloma_cv12 el club de la comedia se ha quedado demasiado grande #monologuista Jaja
2,Lamento decirles que ya no soy calvo mi calva perfecta se ve opacada por mi pelo
1,@Jorgeoneer ya pero no soy mucho de pc. No es muy potente el mío
0,@MiguelBarranco5 @llautet @BelenFGonzalez @pastoreta1 @BetEmilio @txemadomi @Minadeideas hola miguel noahora estoy en ella
2,Ya me está jodiendo la tarde Pep...bueno me.voy a dar un.paseo
0,@aitor48 Prohibirlo no. Se pueden hacer campañas pedagogía... y no aplaudir como están haciendo muchas pseudo-feministas  @ladypalo
0,He puesto la radio solo pa escucharle jajajajajajaja ai que ganas de verle ya ostia
1,@Slow_Dancer_ TOTALMENTE  Pobre Gappy... que inocente es  no sabe con quien se ha encontrado.
0,@Tidxs_ 2. Hace mucho tiempo hablabamos por skype por un amigo en común y estaba guay además de que eres muy mona!
1,Buen partido a todos @overgame_org  suerte en la final de losers y a ver si nos volvemos a ver en la gran final. Saludo a esos casters
1,@levante_emv @valenciacf Un capullo menos en el Valencia. Si no esta al 100% con el Valencia lo mejor es venderlo.
0,@Angela_M_A_ hombre me dices que se oía mal  yo soy defensora de Amaiah a morir JAJAJ
2,Quiero que vuelva el invierno  y ponerme pantalones largos y chaquetas y sudaderas y abrigos puto verano.
0,Pensar en irse pronto a la cama y ver que dan 2 capítulos de #minorityreport la mejor manera de alegrarse la noche
0,Cuando sufres porque no encuentras emulador para jugar al pokemon rubí en iOS 9.3.4
0,@Lentejitas @Manuj_Hidalgo @lupesb77 convenciendo a mi hija mayor para verlo
2,@ideiazabaldu no queda ni un país árabe laico... Hasta con Argelia y Tunez están acabando
0,Estoy muy nerviosa por el partido
2,@olivares_javier Intentan salvar a Lincoln como Julián con Lorca... Aparte de que es una copia descarada de MdT no se parecen en nada
0,@_tontonina porque somos de Móstoles salir de nuestro ambiente es difícil
0,@sweetbiix pues ahí lo tienes. Si tú no huyes entonces eres una luchadora y no una cobarde no?
1,Es conveniente tener un Gobierno democrático que cumpla su función politica. NO lo es tener un Gobierno que representa la #corrupciónPP
0,@ann_lloret99 @luv_m0ney_party los salidos son los q suben cosas a esa página no yo
0,otra noche hasta las 4 de la mañana despierta aburrida y sin sueño lo veo venir...
0,@CrususMusus_ me lo apunto en la lista de cosas posibles de hacer
2,@ShawnUpdatesSA esta no es le tienes que dar a US Store solo se vende en US y Canadá  por ahora claro.
0,Es triste que casi todas mis series acabadas hayan sido porque las han cancelado
0,@adri_buzo @FulgenLison Nop. Pero ahora me queda más claro el asunto  Gracias !
1,Sólo quería hablar con gente en verda
2,como entraba una conversación de estas largas de hablar toda la noche con alguien
2,@Kosto_Trading @juanrallo O ponerte un casco de moto que te cubra por entero
2,Hey @rebecarus que me dice Amazon que "Todas las bodas necesitan un plan B" ya está cargado en mi Kindle. ¿Empiezo ya o qué?
2,@yolanday_y @el_pais Tras 72.000 años de viaje conformate con que haya moléculas de Potasio y estén buenas
1,@mafolu2 no creas. Pero me gusta tener a la gente engañada  @GranCTimes
1,Tú que he ido a cenar a mar de cristal y me he inflado y me duele la barriga
0,Mira que soy pesimista a maza pero odio que la gente sea TAAAAN pesimista
0,@vanderhast Jajajaja en cuanto salga de mi bucle infinito con la casa me imprimo los mapas a dos y lo estreno!!
1,@VioletaTrujillo yo me resigno con alguna gente si se creen a este personaje es porque no están dispuestos a escuchar
0,@Baronachor El concepto es de lo más bonico pero de eso a serlo hay un trecho
2,Voy a estar unos días desaparecida me estoy quedando sin gigas jajajja  q vida + triste !!! Me voy al parque con los perros..
0,Tener las piernas llenas de picaduras de mosquitos que parecen heridas NO ME HACE GRACIA.
0,@liamverse se llama saber cual es la mejor forma de crear estructuras que aguanten ese peso
2,@Mercadolibre Enhorabuena por los geniales resultados económicos de récord del trimestre pasado hacéis un gran trabajo
1,Hay una exposición de cuadros y uno de ellos está estropeandose por el agua del aire acondicionado que le cae encima
0,@CrimsonGhost__ Tio entonces piensas que mosca es un insulto yo creo que eso es un poco irrespetuoso a las pobres
0,@PattyCavallone Para los chicos es mil veces más fácil donar que para las chicas
2,lo malo es que faltaba su mid y acabaron haciendo remake
0,@Diego_FDM @el_pais La noticia perfecta para #NotasDelMisterio
1,Hoy toca escuchar a #MiguelRios con otros grandes artistas...  #Insurrección...
1,El Espanyol interesado en Aktí Mel para reforzar su defensa esta temporada. Llegaría por 2 millones del L-Casei Imunitas griego
2,@juliojota96 Perdóname la maldad Julio que sabes q te quiero pero borrándose del AMI se combate al menos a los separatas
1,@Iluminaughty_ @Spiegel_Spike_ pues me da igual  yo escribo lo que pienso ^^ y cuando lo pienso ajajaj si es que lo pienso
2,@miguelagaiteiro @cultrun @lozanoirene Si hay que pecar de algo que sea de ser buena gente!
1,@JuakyB me quedo tranquilo entonces pero iré mirando la opción del coche
1,Mi puto novio me ignora y quiero saber si hay un chino cerca de la biblioteca
0,He salido de casa sin ir al baño y me estoy meando como una persona mayor
0,@ferdiazgil @FranDguez sí lo he leído  ese templo grande es el que he puesto en IG. Ha perdido su parte superior y está inaccesible
0,@AdriMarinaB Así me gusta cada cosa a su CCAA. Así dejamos de cargar las culpas a nuestra querida nación.
0,@ManudeOrleans pues yo no hay manera y eso que tengo recuerdo lejano y de stats tengo una media de 69-70
0,@pobrezacero @nuevatribuna @ruthtoledano @FelipeAlcarazM @carlosbardem @carnecrudaradio @agarzon @cayo_lara Vamos mal no... peor
0,@lonchbox aaahm bueno disfruta la vida por esos lares yo me vuelvo a Rusia en breve
2,Silvia pesada deja de dar rt que me sale doble notificación
0,@NeithanWolf @Cinefila_91 @Cinedepatio @SensaCine "Resultad Sobrevives" lo de estar loco funciona
2,@concht1 pero nos hemos desmovilizado Concha. Nosotros/as solas dejamos las calles. Así nos va  @CiudadanosCs
0,Me he agobiado muchísimo porque no encontraba a mis amigos en el Bar luego he recordado que no tengo amigos y me he puesto feliz
2,en realidá é algo duro de asimilar ni el alcohol me ayuda
0,@Boardgametotal los ábacos si están permitidos. Sobre todo porque la mayoría no saben usarlo
0,@beautyblog_es @isasaweis @_ANAMILAN_ ohhhhh eso tiene que ser muy divertido  me imagino que los hombres están vetados no?😀😀😀
1,tio os quiero mil a los que me habéis hablado
1,@peroquedicesss en realidad es hipócrita todo eso como la camiseta esa de femimism del hym pero creo que en la vida cotidiana algo hace
0,Había un hombre en la calle. Estornudó y yo desde la ventana le he dicho ""salud"" Me miró mal y siguió caminando"
0,Me veis en persona no me saludais y luego me hablais para decirme que me habeis visto
0,@BlasAuryn si es que no puedo olvidar cuando te viii imposible. Que resumiendo no te puedo olvidar  y no lo haré jamás chiqui ❣️💞
1,@DTM_Spain    En las carreras es al revé a más interés más coches  ... pero tú mismo lo dices es una empresa aunque se venda ...
1,@Garcaterra estoy total y absolutamente desesperanzada  @ahorapodemos
0,@Sorayita_push Bien bien si estan celebrando un cumpleaños si todos nacieron el mismo dia hahahahahahha al menos son dos capítulos
1,@Betvs_19 cucha una independentista escribiendo en español!! Por muy del Barça que soy te vas a buscar la vida  grassias.
0,Porque son tan manipulables los pequeños ? Y porque no ven a su padre igual que a su madre ? Triste
0,@ApoyoCR7 Muy chulas esas gafas Paula  Y lo de guapa es talento innato tuyo :
1,@DiegoPajaron @miguel_prat dicen que tira pa san Mateo ahora Jaaja
2,Esta tarde me voy a comprar un juego que estuve esperando muchísimo tiempo... posiblemente lo suba esta tarde-noche  Yoshi aparece
1,Qué depresión me entra de seguro gana gente que solo dio RT porque sí por probar suerte y no verdaderos fans
0,Gracias Victorerubio por recomendarme el seguimiento de @MandalaBeach. Artistas de talla internacional monólogos y musica en directo
1,@sabrygarciarena Muy sexy Sabrina! Besitos y feliz día!
1,@RyFsw jajajaja.... eso es una indirecta  preparate #F que quiere reformar el baño
0,WORK FROM HOME!! Sería espectacular y poder verlas más!  #ConMTVal727Tour
1,Esta bien tener hermanos siempre y cuando uno de ellos no decida ser subnormal perdido
0,@DiegoPajaron @miguel_prat doble sub-campeón de Europa  algo es algo jaja
1,@LuisFBonilla @isabelsevilla9 @adirecto @peichsantana Ole los buenos almerienses!!!! Mil besitos!!!!
2,lo mejor es que son conversaciones normales y corrientes sin ningún ánimo de ligar pero  simplemente porque no se ligar
1,Estás haciendo MUY feliz a todo mi tlyo también quiero que me sigas  @BlasAuryn
1,@iruri gracias ya eran necesarias tras un duro año de trabajo  ¿has cogido tú ya?
1,@MrMedra ay joder que resulta que es completamente vegana. Pues ya no me la compro.
0,@__mxty Para cuando me escribes mi nombre bien precioso
0,@Jabokatu yo no tengo ni idea y soy la primera que dice "tiempo reglamentario"  pero en su día me convencieron de que estaba mal dicho.
0,@JeCaSWords @Humoryfotos El tuit va acompañado de una foto que quiere decir lo contrario SÍ es sarcasmo
2,@edortaramirez un click más scroll y a veces el usuario se queda un poco colgado sin saber bien lo que tiene que hacer
0,@Ronan_Coke @angelesuc1 @josecg96 @Airatarra @andarellabcn Muy triste pero no olvidemos la inestimable colaboración del estado en ello
0,@escapeofthecrow el rottweiler es precioso pero... Esta zumbadisimo y ataca  y yo muero de ganas de achucharlo
0,@rossiepussie @luciakawaii1 te lleguen a entender y a respetar. Muy malos tienen que ser para obligarte a comer algo a la fuerza
0,Si es que llegáis aquí desde mi Favstar del cretácico y claro luego no me duráis ni un suspiro. Que mis neuronas no son como antes jopé
0,@AndreaNavedo Hola bella Andrea!! Qué tengas un maravilloso día!! Besitos!
1,En fin estoy más sola que la una viendo como una bollera duerme y esperando como un perrito pa q me saquen a pasear
0,@mamarracha2000 yo los vi en el Low cost de hace 3 años y me decepcionaron aunque dicen que lo mismo hacen una cagada o son la hostia
0,@TodoMegaDrive esta vez me decanto por la japonesa. P. Me encanta la batalla de caratulas
1,@MarckLebowski michael jackson tambien y la gente canta sus canciones
2,@Miraqbien podrías solidarizarte conmigo y no comer ninguno...
2,@kioskoAMM @gloris72 @olivares1965 @Tomasimedia @madeinLeon Gracias pero los importantes sois vosotros.  Los mediadores.  Sois muy buenos
1,Volviendo a la actividad en #PlanetaInquietante con otro curioso hallazgo en Canelas.  #Portonovo
2,@RarrochaR bien dicho Roberto  las cosas por su nombre  porque nadie dice cola cado
1,me acaba de seguir una página para ligar por gustos musicales. sé que estoy sola pero"
0,Tengo una hermana que con ella no me puedo aburrir jaja creo que todas las gilipolleces las ha aprendido de mí. Es como una segunda Nicky
1,@FannyGEnguix estarás super mona  cuando pueda lo miraré yo también. Me molaría grupal de 'chicas Spidey'
1,@EstherSwaggy ¿haces también la misma carrera? Jo igual de una comunidad a otra cambian be positive
2,@Polifack yo es que me asustó muy fácil con el rollo paranormal
0,@BroomKurosawa pues descansa tío si se pone grave la cosa no podrás jugar en muchísimo tiempo
0,@cantabriamiguel @Fabiana_tfp @elmundoes @larazon_es @elpais_espana n escarmentams a ver si van a ser mismas encueshshtasshs eh @ierrejon
0,Sara piensa q vivo rayada xq me duermo escuchando a beret y weno
0,yo con un mensaje de buenos días y un corazón soy feliz
1,@anhela_ @Maxferibar @elprogramadear @PSOE así es compañera. Un fuerte abrazo!
1,@NormaRuiz01 Y tú tan estupenda como siempre!! Besitos y feliz día!!
1,al menos con ftwd se me hace más ameno esperar a twd en Octubre
1,@FunInFvneral qué burrada pusieron hoy?? Que llevo meses bloqueada por otra heterada y me lo perdí
0,@YEYIximmm hace una semana que se sabe  yo ya espero la edicion completa del juego
2,@NuriStill @MartuBlackRed pues si eso haré.. y lo sigo haciendo  ya que haga lo que quiera. No pasa nada.
2,es que todos los que dicen que los que escuchamos a "los gemeliers" somos adolescentes de mierda son los primeros adolescentes de mierda
0,Hay videos que no se envían porque no tengo espacio en el móvil así que lo siento
0,2h y 31m para que acabe tu descarga Me cago en mi puta vida."
0,@txispitabi no te había reconocido en este perfil  El placer es mutuo guapa!
1,@ConsueCaballer jajajajaja pues que se vuelva loco conmigo leches... llevo dias petándolo y nada...
0,@EduEmoEsc muchas gracias por seguirme. Nos leemos
1,@victorypeace76 @martiade @YouTube lo de la sortija es un buen detalle!! gracias
1,Me recomendais alguna silla gaming buena please
2,@Escuarantula sigo siendo feo pero es que cuando me conociste no tenía el pelo rojo
0,Pocas maneras mejores se me ocurren para empezar una semana... 
1,gracias por ser mi sorpresa y ser tan genial nos vemos pronto seguro @AntonLofer
1,@2KEspana sabéis si el NBA 2k17 va a tener juego cruzado entre pc y ps4? por ejemplo?
2,Ya a saber cuando vuelves a hacer un #FollowExpress  lloro @BlasAuryn
0,¿Algún día seré feliz por tener tu follow? @BlasAuryn
0,@CiudadanO_O @Moralzarzal con lo fácil q sería educar para éstas cosas... qué pena
0,Hoy microaventura en #kayak con dos expertos kayakistas Ría de Villaviciosa. @ El Puntal… https://t.co/y7j88bRmYK"
1,Quiero esta figura de Madison  ojalá que la próxima en salir sea Aliciahttps://t.co/dTnJsrR8to"
1,@ladyfrigopie no lo has dicho. Eres rara.. bueno eres diferente
0,Preparando la maleta proxima parada #huelva #fiestasconamigas  💃🏻👯🚆
2,@ADios_hi @elespanolcom Pues menudo susto. Al poner "Tolerdo" pensé que se refería a su parodia @WillyTolerdoo
2,@AntonioPV98 @CeliaOgalla28 mis amigos hablando jodes .... K bonita amistad
0,@KatyKlav se siente ya está dicho
2,buenos billete pa cuba comprado ahora a hacer mas dieta porque se ha deretido la tarjeta
1,@PapelitoRojo @sushuneta fue genial  debemos organizar más cosas así sin necesidad de que nadie abandone el país 😂
1,@NeoDonNadie de sobra si solo somos 3  dime tu ID y ya te agrego
2,@ericelhumano a las lesbianas machorras y eso ya no lo veo bien  de hecho lo malo de las pelis es que los suelen poner de personajes ...
0,@ranlemontralara estamos todos juntos en esto
2,@slcuervo no se valora el potencial del español como lengua informativa en internet negocio que se le escapa entre los dedos a España.
0,En fin @kenneos espero que recibas este tuit en otra realidad alternativa donde sigues viva porque ahí no se acaba tu camino  ¡suerte!
1,@Bvillamor_gay ha sido un placer! Muy profesionales  hoy en @ed_tve a las 1939
1,@luciaaaypunto No se  creo que no . Yo solo mire mi fecha
2,@Ana_d_Armas Tú tan bella y con estilo como siempre! Te mereces siempre lo mejor!! Eres maravillosa!! Besitos y feliz día!
1,@cigotenks Me apiado de ti yo me entero de que existen porque tú los encuentras. O sea alguien los lee primero
0,Quiero hacerle algo especial a David para que cuando lo vea sonria pero no se me ocurre nada
2,Lo he añadido porque antes no sabia hacerlo pero estuve leyendo estos dias bastante y encontre el modo de hacerlo perfecto
1,@AoDimi yo es que durante el verano y con la matricula hecha he cambiado de opinion. Quiero dar psicologia pero toca FP de infor
0,@MonchoYT @JonathanFaus2 estoy cansado ya de salir a la calle y que todo el mundo me para para hacer fotos esta vida es muy dura
0,.@UGMadrid la recomendación en nuestra. ¡Nada mejor que una buena partida de paintball!
1,@Mary___says no te voy a criticar por subir un video desagradable pero te invito a que vayas a Cuba y te quedes un tiempo a ver que tal
0,@HawkersCo @Hawky_  #NecesitoElViajeAAndalucia bueno si un tal premio al mongol o algo así pero eso era malo
0,@Rachel_Green_ Sí! El escenario MUWI Revellín es gratuito y abierto al público
1,@FantasyLaLiga Hola no se actualiza clasificaciones y lo que es peor el mercado está vacío desde hace tiempo
0,me voy a quedar afónico de tanto hacer guturales con fiebre
0,@Gabi_Herranz @KNekro La promocion solo es para los que no saben como gestionar un canal por si mismos al fin y al cabo la via rapida
0,@Gabi_Herranz @KNekro yo se lo dije 10 veces ya pero el me sigue teniendo ese pequeño odio... es comprensible siempre le caere mal
0,aquí escuchando el soundtrack de mamma mia con la ex dancing queen de maría
0,@vinagreando tendremos que probarlos y de paso hacer alguna video receta chicos  @cocinadeenloqui
2,@sandyxyxx es lo que tiene Amazon  a uno que conozco le llega el Lunes siéntete afortunada
1,@kurokatze_ si es eso  pero bueno yo que se cada uno tiene sus gustos porque xd amiks
2,Eso si soy una persona MUY irónica y me gusta muchísimo el humor muy así
1,@HormigaZYT Como sé que eres un flipado y no vas a cambiar enmarca esos defib kills así tienes el unico award que enseñar a @edureus94
0,@kurokatze_ yo nunca la he podido ver entera porque literalmente me duermo
0,@Luis_Callejo Hola Luis!! Vendrás a Barcelona a promocionar #TardeParaLaIra ?? Un abrazo crack y feliz día!
1,Ese momento en el que no tienes megas para ver el video y en casa de tu padre no hay wifi  #MamaHeAsesinadoAMiNovia
0,@lejosdelmarfilm @VeronikaMoral Verónika es una gran actriz y sobretodo una maravillosa persona!! Deseando verla ahí!! Besos!
1,Estoy preparando un montón de ideas muy chulas para el canal  poco a poco iremos subiendo el nivel y la calidad de los vídeos
1,El día 2 tengo los exámenes suena lejano pero es la semana que viene jajaxd
1,@intomyhoran casi todo tiene manteca de cerdo las gominolas(tristemente) no son lo único
0,@ManuelIzquier14 en septiembre limitan el horario de toboganes pero las piscinas siguen abiertas hasta noviembre
1,@michellecrecida y las galletas? Buenos días Michelle
2,Buenos días @ainhoa_mallo  Y que podamos contarlo
1,Buenos días esto va en serio....primer día de curro..... #FelizMartes!!
1,Ultimamente estoy comiendo muchos macarrones... gracias Señor @marianorajoy sin ti esto no sería posible
0,Xenomorfos imprimados y a apenas seis horas de "Mankind Divided". ¡Menudo día!
2,@Duke_apologia ? Este Tweet no está disponible. dice q el link no existe
0,@tifuho ¿una funda asustadiza? Y su función...¿sobrevivir para luchar otro día?
2,@LetInNeverlxnd se nos queda pequeña sólo 300 de aforo
0,@sitgesfestival Genial!! Vendrá @RachelNichols1 ?? Saludos y buen día!
1,@nenina74 @CrisLaLider no estoy de acuerdo las cicatrices siempre recuerdan dolor sufrido o provocado
0,@elPachinko ¡De nada! Me gustó mucho ese paseo alternativo por otro Gante
1,@vegetta777 @WillyrexYT @bysTaXx  que tal en el concierto  os lo pasasteis genial?
2,@Rubiu5 cuando diras los ganadores   PD:buenos dias que tengas un lindo day
1,@hundredrooms @ohmyworld_es Qué chulada! Mola mucho el post chicas!
1,@bekiaes También es el cumpleaños de la preciosa actriz @luudelafuente !!
1,Ayer iba a probarme el cosplay de Nozomi chico y verme los primeros caps de Diamond no Ace... y no pude
0,@Neinyatta A mi el de Babe me gusta mucho y si no sesderma creo que va muy bien
1,@MarioEM_95 aún le queda un poquillo pero por supuesto. Aunque tengo lista de rivales pendientes
2,@CharlieReckless llévame a tu casa la otra vez blastoise y hoy dragonite
